id,text,label,Comments
12,"Today's fatal accident occurred when the driver of her vehicle, a Maruti XL6, lost control and crashed into the metal divider on the Outer Ring Road in Hyderabad.","[[0, 7, 'B-DATE'], [0, 7, 'NNP'], [8, 13, 'JJ'], [8, 13, 'O'], [14, 22, 'NN'], [14, 22, 'O'], [23, 31, 'O'], [23, 31, 'VB'], [32, 36, 'O'], [32, 36, 'RB'], [37, 40, 'DT'], [37, 40, 'O'], [41, 47, 'NN'], [41, 47, 'O'], [48, 50, 'IN'], [48, 50, 'O'], [51, 54, 'O'], [51, 54, 'PRP'], [55, 62, 'NN'], [55, 62, 'O'], [64, 65, 'DT'], [64, 65, 'O'], [66, 72, 'B-PRODUCT'], [66, 72, 'NNP'], [73, 76, 'I-PRODUCT'], [73, 76, 'NNP'], [78, 82, 'O'], [78, 82, 'VB'], [83, 90, 'NN'], [83, 90, 'O'], [91, 94, 'CC'], [91, 94, 'O'], [95, 102, 'O'], [95, 102, 'VB'], [103, 107, 'IN'], [103, 107, 'O'], [108, 111, 'DT'], [108, 111, 'O'], [112, 117, 'NN'], [112, 117, 'O'], [118, 125, 'NN'], [118, 125, 'O'], [126, 128, 'IN'], [126, 128, 'O'], [129, 132, 'DT'], [129, 132, 'O'], [133, 138, 'B-GEO'], [133, 138, 'NNP'], [139, 143, 'I-GEO'], [139, 143, 'NNP'], [144, 148, 'I-GEO'], [144, 148, 'NNP'], [149, 151, 'IN'], [149, 151, 'O'], [152, 161, 'B-GEO'], [152, 161, 'NNP']]",[]
13,The 37-year-old first-time legislator from Secunderabad Cantonment (SC) was shifted to a hospital where the doctors declared her dead on arrival.,"[[0, 3, 'DT'], [0, 3, 'O'], [4, 15, 'JJ'], [4, 15, 'O'], [16, 26, 'JJ'], [16, 26, 'O'], [27, 37, 'NN'], [27, 37, 'O'], [38, 42, 'IN'], [38, 42, 'O'], [43, 55, 'B-GPE'], [43, 55, 'NNP'], [56, 66, 'I-GPE'], [56, 66, 'NNP'], [68, 70, 'I-GPE'], [68, 70, 'NNP'], [72, 75, 'O'], [72, 75, 'VB'], [76, 83, 'O'], [76, 83, 'VB'], [84, 86, 'IN'], [84, 86, 'O'], [87, 88, 'DT'], [87, 88, 'O'], [89, 97, 'NN'], [89, 97, 'O'], [98, 103, 'O'], [98, 103, 'RB'], [104, 107, 'DT'], [104, 107, 'O'], [108, 115, 'NN'], [108, 115, 'O'], [116, 124, 'O'], [116, 124, 'VB'], [125, 128, 'O'], [125, 128, 'PRP'], [129, 133, 'JJ'], [129, 133, 'O'], [134, 136, 'IN'], [134, 136, 'O'], [137, 144, 'NN'], [137, 144, 'O']]",[]
14,"Born in 1986 in Hyderabad, Lasya Nanditha made her foray into politics around a decade ago.","[[0, 4, 'O'], [0, 4, 'VB'], [5, 7, 'IN'], [5, 7, 'O'], [8, 12, 'B-DATE'], [8, 12, 'CD'], [13, 15, 'IN'], [13, 15, 'O'], [16, 25, 'B-GPE'], [16, 25, 'NNP'], [27, 32, 'B-PER'], [27, 32, 'NNP'], [33, 41, 'I-PER'], [33, 41, 'NNP'], [42, 46, 'O'], [42, 46, 'VB'], [47, 50, 'O'], [47, 50, 'PRP'], [51, 56, 'NN'], [51, 56, 'O'], [57, 61, 'IN'], [57, 61, 'O'], [62, 70, 'NN'], [62, 70, 'O'], [71, 77, 'IN'], [71, 77, 'O'], [78, 79, 'DT'], [78, 79, 'O'], [80, 86, 'NN'], [80, 86, 'O'], [87, 90, 'O'], [87, 90, 'RB']]",[]
15,"Expressing grief over the tragic death of Lasya Nandita, Revanth Reddy recalled his close association with her late father G Sayanna.","[[0, 10, 'O'], [0, 10, 'VB'], [11, 16, 'NN'], [11, 16, 'O'], [17, 21, 'IN'], [17, 21, 'O'], [22, 25, 'DT'], [22, 25, 'O'], [26, 32, 'JJ'], [26, 32, 'O'], [33, 38, 'NN'], [33, 38, 'O'], [39, 41, 'IN'], [39, 41, 'O'], [42, 47, 'B-PER'], [42, 47, 'NNP'], [48, 55, 'I-PER'], [48, 55, 'NNP'], [57, 64, 'B-PER'], [57, 64, 'NNP'], [65, 70, 'I-PER'], [65, 70, 'NNP'], [71, 79, 'O'], [71, 79, 'VB'], [80, 83, 'O'], [80, 83, 'PRP'], [84, 89, 'JJ'], [84, 89, 'O'], [90, 101, 'NN'], [90, 101, 'O'], [102, 106, 'IN'], [102, 106, 'O'], [107, 110, 'O'], [107, 110, 'PRP'], [111, 115, 'JJ'], [111, 115, 'O'], [116, 122, 'NN'], [116, 122, 'O'], [123, 124, 'B-PER'], [123, 124, 'NNP'], [125, 132, 'I-PER'], [125, 132, 'NNP']]",[]
16,"External Affairs Minister S Jaishankar on Friday said arriving at an equilibrium and maintaining it is going to be one of the ""biggest challenges"" for India-China ties.","[[0, 8, 'NNP'], [0, 8, 'O'], [9, 16, 'NNP'], [9, 16, 'O'], [17, 25, 'NNP'], [17, 25, 'O'], [26, 27, 'B-PER'], [26, 27, 'NNP'], [28, 38, 'I-PER'], [28, 38, 'NNP'], [39, 41, 'IN'], [39, 41, 'O'], [42, 48, 'NNP'], [42, 48, 'O'], [49, 53, 'O'], [49, 53, 'VB'], [54, 62, 'O'], [54, 62, 'VB'], [63, 65, 'IN'], [63, 65, 'O'], [66, 68, 'DT'], [66, 68, 'O'], [69, 80, 'NN'], [69, 80, 'O'], [81, 84, 'CC'], [81, 84, 'O'], [85, 96, 'O'], [85, 96, 'VB'], [97, 99, 'O'], [97, 99, 'PRP'], [100, 102, 'O'], [100, 102, 'VB'], [103, 108, 'O'], [103, 108, 'VB'], [109, 111, 'IN'], [109, 111, 'O'], [112, 114, 'O'], [112, 114, 'VB'], [115, 118, 'CC'], [115, 118, 'O'], [119, 121, 'IN'], [119, 121, 'O'], [122, 125, 'DT'], [122, 125, 'O'], [127, 134, 'JJ'], [127, 134, 'O'], [135, 145, 'NN'], [135, 145, 'O'], [147, 150, 'IN'], [147, 150, 'O'], [151, 162, 'B-GPE'], [151, 162, 'NNP'], [163, 167, 'NN'], [163, 167, 'O']]",[]
83,"Mr Jaishankar said India should be confident enough to ""leverage"" the international system to create the ""best possible outcome"".","[[0, 2, 'B-PER'], [0, 2, 'NNP'], [3, 13, 'I-PER'], [3, 13, 'NNP'], [14, 18, 'VB'], [19, 24, 'NNP'], [19, 25, 'B-LOC'], [25, 31, 'MD'], [25, 31, 'O'], [32, 34, 'O'], [32, 34, 'VB'], [35, 44, 'JJ'], [35, 44, 'O'], [45, 51, 'RB'], [45, 52, 'O'], [52, 54, 'IN'], [52, 55, 'O'], [56, 64, 'VB'], [56, 65, 'O'], [66, 69, 'DT'], [66, 69, 'O'], [70, 83, 'JJ'], [70, 83, 'O'], [84, 90, 'NN'], [84, 90, 'O'], [91, 93, 'IN'], [91, 93, 'O'], [94, 100, 'O'], [94, 100, 'VB'], [101, 104, 'DT'], [101, 104, 'O'], [106, 109, 'JJ'], [106, 110, 'O'], [110, 118, 'JJ'], [111, 119, 'O'], [120, 127, 'NN'], [120, 127, 'O']]",[]
84,"I think arriving at an equilibrium, then maintaining those and refreshing those is going to be one of the biggest challenges for both countries.","[[0, 1, 'PRP'], [1, 2, 'O'], [2, 7, 'O'], [2, 7, 'VB'], [8, 16, 'O'], [8, 16, 'VB'], [17, 19, 'IN'], [17, 19, 'O'], [20, 22, 'DT'], [20, 22, 'O'], [23, 35, 'NN'], [23, 35, 'O'], [36, 40, 'O'], [36, 40, 'RB'], [41, 52, 'O'], [41, 52, 'VB'], [53, 58, 'DT'], [53, 58, 'O'], [59, 62, 'CC'], [59, 62, 'O'], [63, 73, 'O'], [63, 73, 'VB'], [74, 79, 'DT'], [74, 79, 'O'], [80, 82, 'O'], [80, 82, 'VB'], [83, 88, 'O'], [83, 88, 'VB'], [89, 91, 'IN'], [89, 91, 'O'], [92, 94, 'O'], [92, 94, 'VB'], [95, 98, 'CD'], [95, 98, 'O'], [99, 101, 'IN'], [99, 101, 'O'], [102, 105, 'DT'], [102, 105, 'O'], [106, 113, 'JJ'], [106, 113, 'O'], [114, 124, 'NN'], [114, 124, 'O'], [125, 128, 'IN'], [125, 128, 'O'], [129, 133, 'DT'], [129, 133, 'O'], [134, 144, 'B-LOC'], [134, 144, 'NN']]",[]
85,"The external affairs minister said ""mind games"" will be played which would be that it is ""just between the two of us"".","[[0, 3, 'DT'], [0, 3, 'O'], [4, 12, 'JJ'], [4, 12, 'O'], [13, 20, 'NN'], [13, 20, 'O'], [21, 29, 'NN'], [21, 29, 'O'], [30, 34, 'O'], [30, 34, 'VB'], [35, 40, 'JJ'], [36, 40, 'O'], [41, 46, 'O'], [41, 47, 'NN'], [48, 52, 'MD'], [48, 52, 'O'], [53, 55, 'O'], [53, 55, 'VB'], [55, 56, 'VB'], [56, 62, 'O'], [56, 62, 'VB'], [63, 68, 'O'], [63, 68, 'WDT'], [69, 74, 'MD'], [69, 74, 'O'], [75, 77, 'O'], [75, 77, 'VB'], [78, 82, 'IN'], [78, 82, 'O'], [83, 85, 'O'], [83, 85, 'PRP'], [86, 88, 'O'], [86, 88, 'VB'], [89, 94, 'O'], [89, 94, 'RB'], [95, 102, 'IN'], [95, 102, 'O'], [103, 106, 'DT'], [103, 106, 'O'], [107, 110, 'CD'], [107, 110, 'O'], [111, 113, 'IN'], [111, 113, 'O'], [114, 116, 'O'], [114, 118, 'PRP']]",[]
86,"Talking about the two economies, Mr Jaishankar said the Chinese started off ""earlier and much more intensively and robustly"" than India did.","[[0, 7, 'O'], [0, 7, 'VB'], [8, 13, 'IN'], [8, 13, 'O'], [14, 17, 'DT'], [14, 17, 'O'], [18, 21, 'CD'], [18, 21, 'O'], [22, 31, 'NN'], [22, 31, 'O'], [33, 46, 'B-PER'], [33, 46, 'NNP'], [47, 51, 'O'], [47, 51, 'VB'], [52, 55, 'DT'], [52, 55, 'O'], [56, 63, 'B-GPE'], [56, 63, 'NNP'], [64, 71, 'O'], [64, 71, 'VB'], [72, 75, 'O'], [72, 75, 'RB'], [77, 84, 'JJ'], [77, 84, 'O'], [85, 88, 'CC'], [85, 88, 'O'], [89, 93, 'O'], [89, 93, 'RB'], [94, 98, 'O'], [94, 98, 'RB'], [99, 110, 'O'], [99, 110, 'RB'], [111, 114, 'CC'], [111, 114, 'O'], [115, 123, 'O'], [115, 123, 'RB'], [125, 129, 'IN'], [125, 129, 'O'], [130, 135, 'B-GPE'], [130, 135, 'NNP'], [136, 139, 'O'], [136, 139, 'VB']]",[]
87,The IT Ministry is in the process of issuing a notice to Google over “problematic and illegal” responses generated by its AI platform Gemini regarding Prime Minister Narendra Modi.,"[[0, 3, 'DT'], [0, 3, 'O'], [4, 6, 'B-ORG'], [4, 6, 'NNP'], [7, 15, 'I-ORG'], [7, 15, 'NNP'], [16, 18, 'O'], [16, 18, 'VB'], [19, 21, 'IN'], [19, 21, 'O'], [22, 25, 'DT'], [22, 25, 'O'], [26, 33, 'NN'], [26, 33, 'O'], [34, 36, 'IN'], [34, 36, 'O'], [37, 44, 'O'], [37, 44, 'VB'], [45, 46, 'DT'], [45, 46, 'O'], [47, 53, 'NN'], [47, 53, 'O'], [54, 56, 'IN'], [54, 56, 'O'], [57, 63, 'NNP'], [57, 63, 'O'], [64, 68, 'IN'], [64, 68, 'O'], [70, 81, 'JJ'], [70, 81, 'O'], [82, 85, 'CC'], [82, 85, 'O'], [86, 93, 'JJ'], [86, 93, 'O'], [95, 104, 'NN'], [95, 104, 'O'], [105, 114, 'O'], [105, 114, 'VB'], [115, 117, 'IN'], [115, 117, 'O'], [118, 121, 'DT'], [118, 121, 'O'], [122, 124, 'NNP'], [122, 124, 'O'], [125, 133, 'NN'], [125, 133, 'O'], [134, 140, 'NNP'], [134, 140, 'O'], [141, 150, 'IN'], [141, 150, 'O'], [151, 156, 'NNP'], [151, 156, 'O'], [157, 165, 'NNP'], [157, 165, 'O'], [166, 174, 'B-ORG'], [166, 174, 'NNP'], [166, 174, 'O'], [175, 179, 'I-ORG'], [175, 179, 'NNP'], [175, 179, 'O']]",[]
88,The escalation is symbolic of the tussle between lawmakers and tech companies over the future of safe harbour protections to generative AI platforms like Gemini and ChatGPT.,"[[0, 3, 'DT'], [0, 3, 'O'], [4, 14, 'NN'], [4, 14, 'O'], [15, 17, 'O'], [15, 17, 'VB'], [18, 26, 'JJ'], [18, 26, 'O'], [27, 29, 'IN'], [27, 29, 'O'], [30, 33, 'DT'], [30, 33, 'O'], [33, 34, 'DT'], [34, 40, 'NN'], [34, 40, 'O'], [41, 48, 'IN'], [41, 48, 'O'], [49, 58, 'NN'], [49, 58, 'O'], [59, 62, 'CC'], [59, 62, 'O'], [63, 67, 'NN'], [63, 67, 'O'], [68, 77, 'NN'], [68, 77, 'O'], [78, 82, 'IN'], [78, 82, 'O'], [83, 86, 'DT'], [83, 86, 'O'], [87, 93, 'NN'], [87, 93, 'O'], [94, 96, 'IN'], [94, 96, 'O'], [97, 101, 'JJ'], [97, 101, 'O'], [102, 109, 'NN'], [102, 109, 'O'], [110, 121, 'NN'], [110, 121, 'O'], [122, 124, 'IN'], [122, 124, 'O'], [125, 135, 'JJ'], [125, 135, 'O'], [136, 138, 'NNP'], [136, 138, 'O'], [139, 148, 'NN'], [139, 148, 'O'], [149, 153, 'IN'], [149, 153, 'O'], [154, 160, 'B-ORG'], [154, 160, 'NNP'], [161, 164, 'CC'], [161, 164, 'O'], [165, 172, 'B-ORG'], [165, 172, 'NNP']]",[]
89,These rules pertain to basic due diligence that is required of intermediaries like Google to enjoy immunity from third-party content.,"[[0, 5, 'DT'], [0, 5, 'O'], [6, 11, 'NN'], [6, 11, 'O'], [12, 19, 'O'], [12, 19, 'VB'], [20, 22, 'IN'], [20, 22, 'O'], [23, 28, 'JJ'], [23, 28, 'O'], [29, 32, 'JJ'], [29, 32, 'O'], [33, 42, 'NN'], [33, 42, 'O'], [43, 47, 'O'], [43, 47, 'WDT'], [48, 50, 'O'], [48, 50, 'VB'], [51, 59, 'O'], [51, 59, 'VB'], [60, 62, 'IN'], [60, 62, 'O'], [63, 77, 'NN'], [63, 77, 'O'], [78, 82, 'IN'], [78, 82, 'O'], [83, 89, 'B-ORG'], [83, 89, 'NN'], [90, 92, 'IN'], [90, 92, 'O'], [93, 98, 'O'], [93, 98, 'VB'], [99, 107, 'NN'], [99, 107, 'O'], [108, 112, 'IN'], [108, 112, 'O'], [113, 124, 'JJ'], [113, 124, 'O'], [125, 132, 'NN'], [125, 132, 'O']]",[]
90,"Last year, a user had claimed that Gemini – then known as Bard – refused to summarise the article of a conservative outlet as the platform allegedly spreads false information.","[[0, 4, 'JJ'], [0, 4, 'O'], [5, 9, 'NN'], [5, 9, 'O'], [11, 12, 'DT'], [11, 12, 'O'], [13, 17, 'NN'], [13, 17, 'O'], [18, 21, 'O'], [18, 21, 'VB'], [22, 29, 'O'], [22, 29, 'VB'], [30, 34, 'IN'], [30, 34, 'O'], [35, 41, 'B-ORG'], [35, 41, 'NNP'], [42, 43, 'O'], [44, 48, 'O'], [44, 48, 'RB'], [49, 54, 'O'], [49, 54, 'VB'], [55, 57, 'IN'], [55, 57, 'O'], [58, 62, 'B-ORG'], [58, 62, 'NNP'], [65, 72, 'O'], [65, 72, 'VB'], [73, 75, 'IN'], [73, 75, 'O'], [76, 85, 'O'], [76, 85, 'VB'], [86, 89, 'DT'], [86, 89, 'O'], [90, 97, 'NN'], [90, 97, 'O'], [98, 100, 'IN'], [98, 100, 'O'], [101, 102, 'DT'], [101, 102, 'O'], [103, 115, 'JJ'], [103, 115, 'O'], [116, 122, 'NN'], [116, 122, 'O'], [123, 125, 'IN'], [123, 125, 'O'], [126, 129, 'DT'], [126, 129, 'O'], [130, 138, 'NN'], [130, 138, 'O'], [139, 148, 'O'], [139, 148, 'RB'], [149, 156, 'O'], [149, 156, 'VB'], [157, 162, 'JJ'], [157, 162, 'O'], [163, 174, 'NN'], [163, 174, 'O']]",[]
