"['NNP', 'JJ', 'NN', 'VB', 'RB', 'DT', 'NN', 'IN', 'PRP', 'NN', 'DT', 'NNP', 'NNP', 'VB', 'NN', 'CC', 'VB', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNP']","['B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GEO', 'I-GEO', 'I-GEO', 'O', 'B-GEO']"
"['DT', 'JJ', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'VB', 'VB', 'IN', 'DT', 'NN', 'RB', 'DT', 'NN', 'VB', 'PRP', 'JJ', 'IN', 'NN']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['VB', 'IN', 'CD', 'IN', 'NNP', 'NNP', 'NNP', 'VB', 'PRP', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'RB']","['O', 'O', 'B-DATE', 'O', 'B-GPE', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['VB', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'VB', 'PRP', 'JJ', 'NN', 'IN', 'PRP', 'JJ', 'NN', 'NNP', 'NNP']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'VB', 'VB', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'VB', 'VB', 'IN', 'VB', 'CC', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NN']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']"
"['NNP', 'NNP', 'VB', 'NNP', 'MD', 'VB', 'JJ', 'RB', 'IN', 'VB', 'DT', 'JJ', 'NN', 'IN', 'VB', 'DT', 'JJ', 'JJ', 'NN']","['B-PER', 'I-PER', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['PRP', 'VB', 'VB', 'IN', 'DT', 'NN', 'RB', 'VB', 'DT', 'CC', 'VB', 'DT', 'VB', 'VB', 'IN', 'VB', 'CD', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
"['DT', 'JJ', 'NN', 'NN', 'VB', 'JJ', 'NN', 'MD', 'VB', 'VB', 'VB', 'WDT', 'MD', 'VB', 'IN', 'PRP', 'VB', 'RB', 'IN', 'DT', 'CD', 'IN', 'PRP']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['VB', 'IN', 'DT', 'CD', 'NN', 'NNP', 'VB', 'DT', 'NNP', 'VB', 'RB', 'JJ', 'CC', 'RB', 'RB', 'RB', 'CC', 'RB', 'IN', 'NNP', 'VB']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']"
"['DT', 'NNP', 'NNP', 'VB', 'IN', 'DT', 'NN', 'IN', 'VB', 'DT', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'CC', 'JJ', 'NN', 'VB', 'IN', 'DT', 'NNP', 'NN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'I-ORG', 'O']"
"['DT', 'NN', 'VB', 'JJ', 'IN', 'DT', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NNP', 'NN', 'IN', 'NNP', 'CC', 'NNP']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG']"
"['DT', 'NN', 'VB', 'IN', 'JJ', 'JJ', 'NN', 'WDT', 'VB', 'VB', 'IN', 'NN', 'IN', 'NN', 'IN', 'VB', 'NN', 'IN', 'JJ', 'NN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['JJ', 'NN', 'DT', 'NN', 'VB', 'VB', 'IN', 'NNP', 'RB', 'VB', 'IN', 'NNP', 'VB', 'IN', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'RB', 'VB', 'JJ', 'NN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['DT', 'JJ', 'NN', 'NN', 'VB', 'IN', 'NN', 'IN', 'DT', 'NNP', 'VB', 'VB', 'NNP', 'CC', 'NNP', 'RB']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['DT', 'NN', 'VB', 'VB', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-LOC']"
"['DT', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'VB', 'JJ', 'IN', 'NNP', 'NN', 'IN', 'NNP']","['O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-GPE']"
"['NNP', 'NN', 'IN', 'JJ', 'NN', 'NN', 'VB', 'VB', 'RB', 'RB', 'IN', 'VB', 'NN', 'IN', 'PRP', 'IN', 'JJ', 'JJ', 'NN']","['B-GPE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']"
"['NNP', 'VB', 'RB', 'RB', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'PRP', 'VB', 'VB', 'VB', 'IN', 'DT', 'NN', 'MD', 'VB', 'VB', 'IN', 'NN', 'CC', 'NN']","['B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['IN', 'PRP', 'NN', 'NNP', 'RB', 'VB', 'VB', 'VB', 'NN', 'CC', 'RB', 'PRP', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['PRP', 'VB', 'IN', 'IN', 'DT', 'NNP', 'MD', 'VB', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'MD', 'RB', 'VB', 'VB']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
